id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
193732,GUA-1989-1-228-24,1989,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 26 April 1989 ""SENIOR OFFICER KILLED IN AMBUSH.",,,,military spokesman,2,San Mateo Ixtatán town,"near the village of San Mateo Ixtatan, about 200 miles (320 km) northwest of the capital",Huehuetenango department,San Mateo Ixtatán municipality,15.831944,-91.478056,POINT (-91.478056 15.831944),152098,Guatemala,90,Americas,1,1,04/25/1989 00:00:00,04/25/1989 00:00:00,1,0,0,0,1,1,1,
193733,GUA-1990-1-228-14,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Radio Havana 23 Jan 1990 ""army clashes with guerrilla forces in northwest.",,,,rebel spokesman,4,Quiché department,"village of Xocoalchica (phonetic), north-western Quiche department",Quiché department,,15.500000,-90.916670,POINT (-90.91667 15.5),152099,Guatemala,90,Americas,1,1,01/23/1990 00:00:00,01/23/1990 00:00:00,0,0,0,0,0,28,0,
193734,GUA-1990-1-228-15,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Pueblo Nuevo village,"Crucero Vera Cruz Pueblo Nuevo, Ixcán, Quiche",Quiché department,Ixcán municipality,15.970600,-91.003581,POINT (-91.0035812 15.9706002),152098,Guatemala,90,Americas,1,1,01/26/1990 00:00:00,01/26/1990 00:00:00,0,1,0,0,1,1,1,
193735,GUA-1990-1-228-16,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Finca La Esperanza Miralta farm,"Finca Esperanza Miralt, Nuevo San Carlos, Quezatenango",Retalhuleu department,Nuevo San Carlos municipality,14.683330,-91.666670,POINT (-91.66667 14.68333),150657,Guatemala,90,Americas,1,1,02/01/1990 00:00:00,02/01/1990 00:00:00,0,1,0,0,1,1,1,
193736,GUA-1990-1-228-17,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,San Juan Cotzal municipality,"In the area of a camp of the united military, Cotzal, Quiche",Quiché department,San Juan Cotzal municipality,15.433330,-91.016670,POINT (-91.01667 15.43333),151378,Guatemala,90,Americas,1,1,02/18/1990 00:00:00,02/18/1990 00:00:00,0,1,0,0,1,1,1,
193738,GUA-1990-1-228-19,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,La Libertad municipality,"Between el Plantel and el Aguacate, La Libertad, Peten",Petén department,La Libertad municipality,16.783330,-90.116670,POINT (-90.11667 16.78333),153540,Guatemala,90,Americas,1,1,03/01/1990 00:00:00,03/01/1990 00:00:00,0,1,0,0,1,1,1,
193739,GUA-1990-1-228-20,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Putul village,"Putul, Uspanta´n, Quiche",Quiché department,Uspantán municipality,15.483333,-90.866667,POINT (-90.866667 15.483333),151379,Guatemala,90,Americas,1,1,03/06/1990 00:00:00,03/06/1990 00:00:00,0,1,0,0,1,1,1,
193740,GUA-1990-1-228-23,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,Reuters 29 March 1990,,,,Military spokesman,2,Finca Las Marimbas farm,"outskirts of Las Marimbas, a town in the San Marcos province about 175 miles (280 km) west of the capital",San Marcos department,Esquipulas Palo Gordo municipality,14.933333,-91.866667,POINT (-91.866667 14.933333),150657,Guatemala,90,Americas,1,1,03/28/1990 00:00:00,03/28/1990 00:00:00,4,0,1,0,5,5,5,
193741,GUA-1990-1-228-29,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 6 May 1990 ""REBELS KILL FIVE GUATEMALAN SOLDIERS, ARMY SAYS.",,,,Army press office,2,Sayaxché town,"near Sayaxche, about 480 km (300 miles) north of the capital.",Petén department,Sayaxché municipality,16.516667,-90.166667,POINT (-90.166667 16.516667),153540,Guatemala,90,Americas,1,1,05/03/1990 00:00:00,05/03/1990 00:00:00,3,0,0,0,3,3,3,
193742,GUA-1990-1-228-30,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 6 May 1990 ""REBELS KILL FIVE GUATEMALAN SOLDIERS, ARMY SAYS.",,,,Army press office,6,Guatemala,"Ixacamal, a village near a rebel military base, about 200 km (150 miles) west of the capital.",,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,1,1,05/04/1990 00:00:00,05/04/1990 00:00:00,2,0,0,0,2,2,2,
193743,GUA-1990-1-228-31,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Macalajau village,"Macalajau, Uspantán, Quiche",Quiché department,Uspantán municipality,15.400000,-90.833333,POINT (-90.833333 15.4),151379,Guatemala,90,Americas,1,1,05/10/1990 00:00:00,05/10/1990 00:00:00,0,1,0,0,1,1,1,
193744,GUA-1992-1-228-25,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 17 May 1992 ""FOUR GUATEMALAN REBELS AND SOLDIER DIE IN CLASH.",,,,military spokesman,4,Quiché department,a rebel camp in Quiche department,Quiché department,,15.500000,-90.916670,POINT (-90.91667 15.5),152099,Guatemala,90,Americas,1,1,05/15/1992 00:00:00,05/15/1992 00:00:00,1,4,0,0,5,5,5,
193745,GUA-1992-1-228-26,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,San Pedro Sacatepéquez municipality,"Aldea Santa Teresa, San Pedro Sacatepéquez, San Marcos",San Marcos department,San Pedro Sacatepéquez municipality,14.966670,-91.766670,POINT (-91.76667 14.96667),150657,Guatemala,90,Americas,1,1,05/16/1992 00:00:00,05/16/1992 00:00:00,0,1,0,0,1,1,1,
193746,GUA-1992-1-228-27,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,Teleonce TV (Guatemala City)  23 June 1992,,,,Defence Minister Statement,5,Northern Guatemala,north-west of the country,,,16.983823,-90.016093,POINT (-90.016093 16.983823),153540,Guatemala,90,Americas,1,1,06/23/1992 00:00:00,06/23/1992 00:00:00,1,2,0,0,3,3,3,
193747,GUA-1992-1-228-28,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Cerro Lacandon volcano,"Cerro El Lacandón, Ostuncalco, Quezaltenango",Quetzaltenango department,Ostuncalco municipality,14.816670,-91.700000,POINT (-91.7 14.81667),150657,Guatemala,90,Americas,1,1,07/22/1992 00:00:00,07/22/1992 00:00:00,0,1,0,0,1,1,1,
193748,GUA-1992-1-228-29,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Los Angeles village,"Los Angeles, Centro San Francisco, Ixcán, Quiche",Quiché department,Ixcán municipality,16.047220,-91.065060,POINT (-91.06506 16.04722),152818,Guatemala,90,Americas,1,1,08/06/1992 00:00:00,08/06/1992 00:00:00,0,1,0,0,1,1,1,
193749,GUA-1992-1-228-30,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,San Francisco village,"San Francisco, Ixcán, Quiche",Quiché department,Ixcán municipality,15.985422,-90.794296,POINT (-90.7942962 15.9854227),152099,Guatemala,90,Americas,1,1,08/08/1992 00:00:00,08/08/1992 00:00:00,0,1,0,0,1,1,1,
193750,GUA-1992-1-228-40,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 21 Dec 1992 ""Fighting between rebels, army flares up in Guatemala.",,,,Diplomatic sources / Rebel spokesman /military spokesman,5,Northern Guatemala,remote parts of northern Guatemala,,,16.983823,-90.016093,POINT (-90.016093 16.983823),153540,Guatemala,90,Americas,2,2,12/18/1992 00:00:00,12/21/1992 00:00:00,2,0,0,0,2,30,2,
193751,GUA-1992-1-228-41,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Santa Clara village,"Santa Clara, Chajul, Quiche",Quiché department,San Juan Cotzal municipality,15.416667,-91.000000,POINT (-91 15.416667),151379,Guatemala,90,Americas,1,1,12/21/1992 00:00:00,12/21/1992 00:00:00,0,1,0,0,1,1,1,
193752,GUA-1992-1-228-42,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Pueblo Nuevo village,"Pueblo Nuevo, Ixcán, Quiche",Quiché department,Ixcán municipality,15.970600,-91.003581,POINT (-91.0035812 15.9706002),152098,Guatemala,90,Americas,1,1,12/25/1992 00:00:00,12/25/1992 00:00:00,0,1,0,0,1,1,1,
193753,GUA-1993-1-228-999,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,6,Guatemala,,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,1,5,01/01/1993 00:00:00,12/31/1993 00:00:00,0,1,0,0,1,1,1,
193754,GUA-1993-1-228-2,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,4,Totonicapán department,"Aldea Las Cruces, Totonicapan",Totonicapán department,,15.000000,-91.333330,POINT (-91.33333 15),151378,Guatemala,90,Americas,1,5,01/01/1993 00:00:00,12/31/1993 00:00:00,0,1,0,0,1,1,1,
193755,GUA-1993-1-228-3,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Cari village,"Carí, Ixcán, Quiche",Quiché department,Ixcán municipality,16.007690,-90.870660,POINT (-90.87066 16.00769),152819,Guatemala,90,Americas,1,5,01/01/1993 00:00:00,12/31/1993 00:00:00,0,1,0,0,1,1,1,
193756,GUA-1993-1-228-4,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Cuarto Pueblo village,"Area Parcelamiento Cuarto Pueblo, Ixcán, Quiche",Quiché department,Ixcán municipality,16.044260,-90.976670,POINT (-90.97667 16.04426),152819,Guatemala,90,Americas,1,5,01/01/1993 00:00:00,12/31/1993 00:00:00,0,1,0,0,1,1,1,
193757,GUA-1993-1-228-13,1993,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 18 Feb 1993 ""Guatemalan army captain, two others, die in rebel clashes.",,,,military spokesman,3,Ixcán municipality,"Ixcan, in the northern department of Quiche",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,1,02/17/1993 00:00:00,02/17/1993 00:00:00,1,0,0,0,1,1,1,
193758,GUA-1995-1-228-8,1995,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Televisiete TV, Guatemala City, in Spanish 1900 gmt 3 Apr 95",,,,military spokesman,1,Guatemala city,"Near the Presidential palace, Guatemala city",Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,1,04/02/1995 00:00:00,04/02/1995 00:00:00,0,1,0,0,1,1,1,
193759,GUA-1995-1-228-15,1995,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 17 Oct 1995 ""Guatemalan rebels step up attacks, four dead.",,,,military spokesman,4,Quiché department,four areas of Quiche province,Quiché department,,15.500000,-90.916670,POINT (-90.91667 15.5),152099,Guatemala,90,Americas,2,2,10/13/1995 00:00:00,10/15/1995 00:00:00,4,0,0,0,4,4,4,
193760,GUA-1990-3-90-8,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""Amnesty International,1990-12-05,UA 492/90 Extrajudicial Executions""",Amnesty International,1990-12-05,UA 492/90 Extrajudicial Executions,witnesses,2,Santiago Atitlán municipality,Santiago Atitlan,Sololá department,Santiago Atitlán municipality,14.603080,-91.227680,POINT (-91.22768 14.60308),150658,Guatemala,90,Americas,1,1,12/02/1990 00:00:00,12/02/1990 00:00:00,0,0,13,0,13,15,13,
193761,GUA-1990-3-90-9,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,Reuters 4 Dec 1990,,,,mayor of Santiago Atitlan,2,Santiago Atitlán municipality,Santiago Atitlan,Sololá department,Santiago Atitlán municipality,14.603080,-91.227680,POINT (-91.22768 14.60308),150658,Guatemala,90,Americas,1,1,12/02/1990 00:00:00,12/02/1990 00:00:00,0,0,1,0,1,1,1,
193762,GUA-1990-3-90-10,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,AAAS report (p.119) number of killings and disapearances.,,,,,6,Guatemala,,,,15.500000,-90.250000,POINT (-90.25 15.5),152100,Guatemala,90,Americas,2,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,0,522,0,522,520,0,
193764,GUA-1989-1-228-2,1989,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Concepción Tutuapa municipality,"Concepción Tutuapa, San Marcos",San Marcos department,Concepción Tutuapa municipality,15.283330,-91.783330,POINT (-91.78333 15.28333),151377,Guatemala,90,Americas,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,1,0,0,1,1,1,
193765,GUA-1989-1-228-3,1989,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Parraxtut town,"Paraxtut, Sacapulas, Quiche",Quiché department,Sacapulas municipality,15.341110,-91.174170,POINT (-91.17417 15.34111),151378,Guatemala,90,Americas,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,1,0,0,1,1,1,
193766,GUA-1989-1-228-4,1989,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Ixcán municipality,"Selva Ixcán, Ixcán, Quiche",Quiché department,Ixcán municipality,15.983330,-90.766670,POINT (-90.76667 15.98333),152099,Guatemala,90,Americas,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,1,0,0,1,1,1,
193767,GUA-1989-1-228-5,1989,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,Malacatán municipality,"Cuca del destacamento de Cabañas, Malacatán, San Marcos",San Marcos department,Malacatán municipality,14.910650,-92.057950,POINT (-92.05795 14.91065),150656,Guatemala,90,Americas,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,1,0,0,1,1,1,
193768,GUA-1989-1-228-6,1989,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,San Rafael Pie de la Cuesta municipality,"Filo de Gringo, San Rafael Pié de la Cuesta, San Marcos",San Marcos department,San Rafael Pie de la Cuesta municipality,14.933330,-91.916670,POINT (-91.91667 14.93333),150657,Guatemala,90,Americas,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,1,0,0,1,1,1,
193769,GUA-1989-1-228-7,1989,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,2,San Marcos locality,"San Marcos, Chajul, Quiche",Quiché department,Ixcán municipality,15.783333,-90.816667,POINT (-90.816667 15.783333),152099,Guatemala,90,Americas,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,1,0,0,1,1,1,
193770,GUA-1992-1-228-23,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Reuters 8 May 1992 ""THREE INJURED IN BOMB BLAST AT MCDONALD'S IN GUATEMALA.",,,,military spokesman,4,Quiché department,department of Quiche,Quiché department,,15.500000,-90.916670,POINT (-90.91667 15.5),152099,Guatemala,90,Americas,1,1,05/08/1992 00:00:00,05/08/1992 00:00:00,4,0,0,0,4,4,4,
193771,GUA-1992-1-228-24,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,San Juan La Quince village,"Aldea Santa Rosa San Juan la Quince (Playa grande), Ixcán, Quiche",Quiché department,Ixcán municipality,16.016170,-90.836540,POINT (-90.83654 16.01617),152819,Guatemala,90,Americas,1,1,05/09/1992 00:00:00,05/09/1992 00:00:00,0,1,0,0,1,1,1,
193774,GUA-1990-1-228-44,1990,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,San José village,"Saca Cotzij (San José), Sacapulas, Quiche",Quiché department,Sacapulas municipality,15.321389,-91.018056,POINT (-91.018056 15.321389),151378,Guatemala,90,Americas,1,1,08/26/1990 00:00:00,08/26/1990 00:00:00,0,1,0,0,1,1,1,
193775,GUA-1989-1-228-8,1989,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,1,Puerto San José town,"Puerto an José, Escuintla",Escuintla department,San José municipality,13.927400,-90.821660,POINT (-90.82166 13.9274),149219,Guatemala,90,Americas,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,1,0,0,1,1,1,
193776,GUA-1989-1-228-9,1989,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Chisec municipality,"Area Carolina, Chisec",Alta Verapaz department,Chisec municipality,15.878557,-90.273607,POINT (-90.273607151738 15.878557982237),152100,Guatemala,90,Americas,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,1,0,0,1,1,1,
193777,GUA-1992-1-228-22,1992,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,-1,"Memoria de los Caídos, Fundación Guillermo Toriello 2006",,,,,3,Sayaxché municipality,"Destacamento el mirador, Sayaxché, Peten",Petén department,Sayaxché municipality,16.516670,-90.166670,POINT (-90.16667 16.51667),153540,Guatemala,90,Americas,1,1,04/20/1992 00:00:00,04/20/1992 00:00:00,0,1,0,0,1,1,1,
193778,GUA-1990-3-90-4,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,-1,Reuters 14 Jun 1990,,,,"charity groups, including the Latin American chapter of the US-based Covenant House",1,Guatemala city,Guatemala City,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,5,03/01/1990 00:00:00,06/30/1990 00:00:00,0,0,1,0,1,1,1,
