id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
196164,GUA-1991-3-90-1008,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Panzos municipality,"Finca Paraná , municipality
Panzós , department of Alta Verapaz",Alta Verapaz department,Panzos municipality,15.308660,-89.655640,POINT (-89.65564 15.30866),151381,Guatemala,90,Americas,1,4,01/01/1991 00:00:00,01/31/1991 00:00:00,0,0,4,0,4,4,4,
196165,GUA-1992-3-90-1004,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memorias del Silencio""",CEH,1999-06-01,Memorias del Silencio,CEH,1,Cahabon town,"County seat of Cahabón, department
Alta Verapaz",Alta Verapaz department,Santa Maria Cahabon municipality,15.607452,-89.811864,POINT (-89.8118642 15.607452),152101,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,0,2,0,2,2,2,
196171,GUA-1989-3-90-1004,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memorias del Silencio""",CEH,1999-06-01,Memorias del Silencio,CEH,2,Rabinal town,"On the road from San Gabriel ,
San Miguel Chicaj , to the municipal capital of Rabinal,
department of Baja Verapaz",Baja Verapaz department,Rabinal municipality,15.100000,-90.450000,POINT (-90.45 15.1),151380,Guatemala,90,Americas,1,1,06/02/1989 00:00:00,06/02/1989 00:00:00,0,0,1,0,1,1,1,
196172,GUA-1990-3-90-1014,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Salamá municipality,"Cevadilla, municipio de Salamá,
departamento de Baja Verapaz",Baja Verapaz department,Salamá municipality,15.100000,-90.266670,POINT (-90.26667 15.1),151380,Guatemala,90,Americas,1,4,08/01/1990 00:00:00,08/31/1990 00:00:00,0,0,2,0,2,2,2,
196174,GUA-1990-3-90-1015,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Salamá municipality,"Cumbre Santa Elena, municipio
de Salamá, departamento de Baja Verapaz,",Baja Verapaz department,Salamá municipality,15.100000,-90.266670,POINT (-90.26667 15.1),151380,Guatemala,90,Americas,1,4,03/01/1990 00:00:00,03/31/1990 00:00:00,0,0,2,0,2,2,2,
196176,GUA-1994-3-90-1011,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,San Gabriel town,"San Gabriel village, municipio
de San Miguel Chicaj, departamento de Baja Verapaz",Baja Verapaz department,San Miguel Chicaj municipality,15.129896,-90.418409,POINT (-90.4184093 15.1298962),151380,Guatemala,90,Americas,1,1,04/03/1994 00:00:00,04/03/1994 00:00:00,0,0,2,0,2,2,2,
196178,GUA-1990-3-90-1016,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,El Tempisque village,"Tempisque village, municipio
de Salamá, departamento de Baja Verapaz,",Baja Verapaz department,Salamá municipality,15.150000,-90.350000,POINT (-90.35 15.15),151380,Guatemala,90,Americas,1,1,05/18/1990 00:00:00,05/18/1990 00:00:00,0,0,1,0,1,1,1,
196182,GUA-1992-3-90-1005,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Chimaltenango town,"on the road between San Martin Jilotepeque
and Chimaltenango, Chimaltenango dep",Chimaltenango departmant,Chimaltenango municipality,14.662222,-90.820833,POINT (-90.820833 14.662222),150659,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,0,1,0,1,1,1,
196186,GUA-1994-3-90-1012,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Horcones village,"en el caserío Piedras de Amolar,
Horcones village, municipio de Esquipulas, departamento de
Chiquimula",Chiquimula department,Esquipulas municipality,14.706695,-89.225027,POINT (-89.2250277 14.7066954),150662,Guatemala,90,Americas,1,1,06/17/1994 00:00:00,06/17/1994 00:00:00,0,0,1,0,1,1,1,
196188,GUA-1989-3-90-1005,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Santa Lucía Cotzumalguapa municipality,"Santa Lucia Cotzumalguapa ,
Escuintla department",Escuintla department,Santa Lucía Cotzumalguapa municipality,14.333330,-91.016670,POINT (-91.01667 14.33333),149938,Guatemala,90,Americas,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,0,1,0,1,1,1,
196191,GUA-1989-3-90-1006,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Guatemala city,Guatemala City,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,1,02/05/1989 00:00:00,02/05/1989 00:00:00,0,0,1,0,1,1,1,
196195,GUA-1991-3-90-1009,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Guatemala city,Guatemala city,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,4,05/01/1991 00:00:00,05/31/1991 00:00:00,0,0,3,0,3,3,3,
196202,GUA-1990-3-90-1017,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Guatemala city,Guatemala city,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,4,07/01/1990 00:00:00,07/31/1990 00:00:00,0,0,2,0,2,2,2,
196204,GUA-1990-3-90-1018,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Barberena municipality,"Berberena,
departamento de Santa Rosa.",Santa Rosa department,Barberena municipality,14.300000,-90.366670,POINT (-90.36667 14.3),149940,Guatemala,90,Americas,1,2,02/16/1990 00:00:00,02/18/1990 00:00:00,0,0,1,0,1,1,1,
196205,GUA-1989-3-90-1007,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del SIlencio""",CEH,1999-06-01,Memoria del SIlencio,CEH,1,Guatemala city,Guatemala city,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,1,01/31/1989 00:00:00,01/31/1989 00:00:00,0,0,2,0,2,2,2,
196208,GUA-1991-3-90-1010,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,MEmoria del Silencio""",CEH,1999-06-01,MEmoria del Silencio,CEH,1,Guatemala city,Guatemala city,Guatemala department,Guatemala municipality,14.613333,-90.535278,POINT (-90.535278 14.613333),150659,Guatemala,90,Americas,1,5,01/01/1991 00:00:00,12/31/1991 00:00:00,0,0,1,0,1,1,1,
196293,GUA-1992-3-90-1006,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Santa Eulalia municipality,"Municipality of Santa Eulalia , department
Huehuetenango",Huehuetenango department,Santa Eulalia municipality,15.749780,-91.325370,POINT (-91.32537 15.74978),152098,Guatemala,90,Americas,1,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,0,7,0,7,7,7,
196295,GUA-1993-3-90-1011,1993,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Tixel village,"on the road between the villages Tixel
and Bella Vista, both in the municipality of Colotenango , department
Huehuetenango",Huehuetenango department,Colotenango municipality,15.433330,-91.766670,POINT (-91.76667 15.43333),151377,Guatemala,90,Americas,1,1,06/10/1993 00:00:00,06/10/1993 00:00:00,0,0,1,0,1,1,1,
196297,GUA-1994-3-90-1013,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Colotenango municipality,"el caserío El Porvenir de la aldea Ixconlaj,
municipio de Colotenango, departamento de Huehuetenango",Huehuetenango department,Colotenango municipality,15.407180,-91.714380,POINT (-91.71438 15.40718),151377,Guatemala,90,Americas,1,4,04/01/1994 00:00:00,04/30/1994 00:00:00,0,0,2,0,2,2,2,
196334,GUA-1994-3-90-1014,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Los Regadios village,"Los Regadíos village, Chiantla municipality,
Huehuetenango department",Huehuetenango department,Chiantla municipality,15.383330,-91.500000,POINT (-91.5 15.38333),151378,Guatemala,90,Americas,1,1,08/08/1994 00:00:00,08/08/1994 00:00:00,0,0,1,0,1,1,1,
196335,GUA-1992-3-90-1007,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,San José Ixcunén village,"Ixcunén village of La Democracia, Chimaltenango, Huehuetenango",Huehuetenango department,La Democracia municipality,15.605010,-91.834990,POINT (-91.83499 15.60501),152097,Guatemala,90,Americas,1,1,11/09/1992 00:00:00,11/09/1992 00:00:00,0,0,1,0,1,1,1,
196336,GUA-1992-3-90-1008,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Santiago Chimaltenango town,"county seat of
Santiago Chimaltenango , Huehuetenango ,",Huehuetenango department,Santiago Chimaltenango municipality,15.475022,-91.699155,POINT (-91.6991552 15.4750222),151377,Guatemala,90,Americas,1,1,09/20/1992 00:00:00,09/20/1992 00:00:00,0,0,1,0,1,1,1,
196337,GUA-1992-3-90-1009,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Xemal village,"en el caserío El Chorro de la aldea
Xemal, municipio de Colotenango, departamento de Huehuetenango",Huehuetenango department,Colotenango municipality,15.416670,-91.700000,POINT (-91.7 15.41667),151377,Guatemala,90,Americas,1,1,07/05/1992 00:00:00,07/05/1992 00:00:00,0,0,3,0,3,3,3,
196338,GUA-1994-3-90-1015,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Santiago Chimaltenango town,"en la cabecera (seat) municipal de
Santiago Chimaltenango, departamento de Huehuetenango",Huehuetenango department,Santiago Chimaltenango municipality,15.475022,-91.699155,POINT (-91.6991552 15.4750222),151377,Guatemala,90,Americas,1,1,10/14/1994 00:00:00,10/14/1994 00:00:00,0,0,2,0,2,2,2,
196339,GUA-1994-3-90-1016,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Ical village,"on the road between López
Ical village and Ical village, municipio de Colotenango, departamento
de Huehuetenango",Huehuetenango department,Colotenango municipality,15.450000,-91.733330,POINT (-91.73333 15.45),151377,Guatemala,90,Americas,1,1,05/06/1994 00:00:00,05/06/1994 00:00:00,0,0,1,0,1,1,1,
196340,GUA-1996-3-90-2,1996,False,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Santiago Chimaltenango municipality,"cantón Palmita, municipio
de Santiago Chimaltenango, departamento de Huehuetenango,",Huehuetenango department,Santiago Chimaltenango municipality,15.507390,-91.685190,POINT (-91.68519 15.50739),152097,Guatemala,90,Americas,1,1,09/01/1996 00:00:00,09/01/1996 00:00:00,0,0,2,0,2,2,2,
196341,GUA-1992-3-90-1010,1992,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Quiriguá village,"el caserío Montúfar, aldea
Quiriguá, municipio de Los Amates, departamento de Izabal",Izabal department,Los Amates municipality,15.273850,-89.026440,POINT (-89.02644 15.27385),151382,Guatemala,90,Americas,1,1,10/27/1992 00:00:00,10/27/1992 00:00:00,0,0,1,0,1,1,1,
196342,GUA-1989-3-90-1008,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,La Libertad town,"near the municipal head
La Libertad, Petén department ",Petén department,La Libertad municipality,16.783333,-90.116667,POINT (-90.116667 16.783333),153540,Guatemala,90,Americas,1,1,09/03/1989 00:00:00,09/03/1989 00:00:00,0,0,2,0,2,2,2,
196343,GUA-1989-3-90-1009,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Finca San Joaquín farm,"el caserío de San Joaquín, municipio
de La Libertad, departamento de Petén",Petén department,La Libertad municipality,16.900000,-90.233330,POINT (-90.23333 16.9),153540,Guatemala,90,Americas,1,1,04/05/1989 00:00:00,04/05/1989 00:00:00,0,0,1,0,1,1,1,
196344,GUA-1989-3-90-1010,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Poptún municipality,"el parcelamiento Medina La
Machaca, municipio de Poptún, departamento de Petén",Petén department,Poptún municipality,16.350000,-89.433330,POINT (-89.43333 16.35),152822,Guatemala,90,Americas,1,1,02/25/1989 00:00:00,02/25/1989 00:00:00,0,0,4,0,4,4,4,
196345,GUA-1989-3-90-1011,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Dolores municipality,"en el parcelamiento San Luis,
municipio de Dolores, departamento de Petén",Petén department,Dolores municipality,16.516670,-89.416670,POINT (-89.41667 16.51667),153542,Guatemala,90,Americas,1,4,04/01/1989 00:00:00,04/30/1989 00:00:00,0,0,1,0,1,1,1,
196465,GUA-1990-3-90-1020,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,5,La Pasión river (Sayaxché municipality),"La Pasión river, municipio de Sayaxché, departamento de
Petén",Petén department,Sayaxché municipality,16.481160,-90.542920,POINT (-90.54292 16.48116),152819,Guatemala,90,Americas,1,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,0,1,0,1,1,1,
196467,GUA-1991-3-90-1011,1991,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,El Porvenir village,"near the village of El Porvenir , on the banks of the Usumacinta River ,
in the municipality of La Libertad department
Peten ",Petén department,La Libertad municipality,16.850000,-90.883330,POINT (-90.88333 16.85),153539,Guatemala,90,Americas,1,1,06/05/1991 00:00:00,06/05/1991 00:00:00,0,0,4,0,4,4,4,
196469,GUA-1993-3-90-1012,1993,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Santa Elena town,"en la aldea Santa Elena, municipio
de Flores, departamento de Petén",Petén department,Flores municipality,16.917980,-89.892880,POINT (-89.89288 16.91798),153541,Guatemala,90,Americas,1,4,01/01/1993 00:00:00,01/31/1993 00:00:00,0,0,1,0,1,1,1,
196470,GUA-1996-3-90-3,1996,False,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,San Juan de Dios suburb,"village of San Juan de Dios ,
municipality of San Francisco, Peten",Petén department,San Francisco municipality,16.794350,-89.958460,POINT (-89.95846 16.79435),153541,Guatemala,90,Americas,1,5,01/01/1996 00:00:00,12/31/1996 00:00:00,0,0,1,0,1,1,1,
196471,GUA-1994-3-90-1017,1994,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Jobonché village,"shores of
the Machaquilá river, Jobonche, municipio de San
Luis, departamento de Petén",Petén department,San Luis municipality,16.228890,-89.430560,POINT (-89.43056 16.22889),152822,Guatemala,90,Americas,1,1,04/25/1994 00:00:00,04/25/1994 00:00:00,0,0,1,0,1,2,1,
196473,GUA-1989-3-90-1012,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,San Benito town,"county seat of San
Benito , Petén department",Petén department,San Benito municipality,16.916750,-89.918980,POINT (-89.91898 16.91675),153541,Guatemala,90,Americas,1,1,05/15/1989 00:00:00,05/15/1989 00:00:00,0,0,1,0,1,1,1,
196474,GUA-1990-3-90-1021,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,San Luis town,"la cabecera municipal de San
Luis, departamento de Petén,",Petén department,San Luis municipality,16.198890,-89.440280,POINT (-89.44028 16.19889),152822,Guatemala,90,Americas,1,1,07/21/1990 00:00:00,07/21/1990 00:00:00,0,0,1,0,1,1,1,
196475,GUA-1995-3-90-1007,1995,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Machaquilaíto village,"el caserío Machaquilaito de la
aldea Agua Negra, municipio de San Luis, departamento
de Petén",Petén department,San Luis municipality,16.050000,-89.683330,POINT (-89.68333 16.05),152821,Guatemala,90,Americas,1,1,01/29/1995 00:00:00,01/29/1995 00:00:00,0,0,1,0,1,1,1,
196478,GUA-1991-1-228-1000,1991,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,La Libertad town,"en la cabecera municipal de La Libertad, departamento
de Petén",Petén department,La Libertad municipality,16.783333,-90.116667,POINT (-90.116667 16.783333),153540,Guatemala,90,Americas,1,5,01/01/1991 00:00:00,12/31/1991 00:00:00,1,0,0,0,1,1,1,
196481,GUA-1990-3-90-1022,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del SIlencio""",CEH,1999-06-01,Memoria del SIlencio,CEH,1,Quetzaltenango town,"San Marcos, Quetzaltenango town",Quetzaltenango department,Quetzaltenango municipality,14.833333,-91.516667,POINT (-91.516667 14.8333333),150657,Guatemala,90,Americas,1,1,11/22/1990 00:00:00,11/22/1990 00:00:00,0,0,1,0,1,1,1,
196482,GUA-1993-3-90-1013,1993,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,San Martín Sacatepéquez municipality,"En el municipio de San Martín Sacatepéquez,
departamento de Quetzaltenango",Quetzaltenango department,San Martín Sacatepéquez municipality,14.816670,-91.650000,POINT (-91.65 14.81667),150657,Guatemala,90,Americas,1,5,01/01/1993 00:00:00,12/31/1993 00:00:00,0,0,1,0,1,1,1,
196483,GUA-1991-1-228-1001,1991,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Concepción Chiquirichapa municipality,"En el municipio de Concepción
Chiquirichapa, departamento de Quetzaltenango",Quetzaltenango department,Concepción Chiquirichapa municipality,14.850000,-91.616670,POINT (-91.61667 14.85),150657,Guatemala,90,Americas,1,1,10/20/1991 00:00:00,10/20/1991 00:00:00,1,0,0,0,1,1,1,
196485,GUA-1991-1-228-1002,1991,True,Clear,1,233,233,Guatemala: Government,469,469,Government of Guatemala - URNG,11,11,Government of Guatemala,732,732,URNG,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Concepción Chiquirichapa town,"en la cabecera municipal de Concepción
Chiquirichapa, departamento de Quetzaltenango",Quetzaltenango department,Concepción Chiquirichapa municipality,14.855827,-91.621440,POINT (-91.6214406 14.8558277),150657,Guatemala,90,Americas,1,1,01/06/1991 00:00:00,01/06/1991 00:00:00,1,0,0,0,1,1,1,
196486,GUA-1989-3-90-1013,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Chajul municipality,"en las montañas de Sicusalá, asentamiento
de las CPR la Sierra, municipio de Chajul, departamento
de Quiché",Quiché department,Chajul municipality,15.487100,-91.037860,POINT (-91.03786 15.4871),151378,Guatemala,90,Americas,1,4,04/01/1989 00:00:00,04/30/1989 00:00:00,0,0,2,0,2,2,2,
196487,GUA-1989-3-90-1014,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,1,Montevideo village,"una comunidad de las CPR,
Centro Montevideo, Cuarto Pueblo, municipio de Ixcán,
departamento de Quiché",Quiché department,Ixcán municipality,16.019120,-90.979810,POINT (-90.97981 16.01912),152819,Guatemala,90,Americas,1,1,04/29/1989 00:00:00,04/29/1989 00:00:00,0,0,1,0,1,1,1,
196489,GUA-1989-3-90-1015,1989,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,3,Chajul municipality,"en Santa Clara, municipio de Chajul, departamento
de Quiché",Quiché department,Chajul municipality,15.487100,-91.037860,POINT (-91.03786 15.4871),151378,Guatemala,90,Americas,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,0,2,0,2,2,2,
196491,GUA-1990-3-90-1023,1990,True,Clear,3,11,445,Government of Guatemala - Civilians,11,912,Government of Guatemala - Civilians,11,11,Government of Guatemala,9999,1,Civilians,1,"""CEH,1999-06-01,Memoria del Silencio""",CEH,1999-06-01,Memoria del Silencio,CEH,2,Amachel town,"en las montañas de Amachel,
asentamiento de las CPR de la Sierra, municipio de Chajul,
departamento de Quiché",Quiché department,Chajul municipality,15.700000,-90.983330,POINT (-90.98333 15.7),152099,Guatemala,90,Americas,1,1,05/29/1990 00:00:00,05/29/1990 00:00:00,0,0,2,0,2,2,2,
